fecha,municipio,colonia,dia_semana,hora,mes,cutzamala_pct,riesgo_municipio,reportes_7d,tandeo
2023-07-06,Nicolás Romero,La Colmena,3,6,7,45.0,0.85,5,0
2023-07-06,Nicolás Romero,San José el Vidrio,3,10,7,45.0,0.85,12,1
2023-07-06,Nicolás Romero,Loma del Río,3,7,7,45.0,0.85,4,1
2023-07-06,Ecatepec,Ciudad Azteca,3,17,7,45.0,0.8,7,1
2023-07-06,Ecatepec,San Cristóbal,3,11,7,45.0,0.8,4,1
2023-07-06,Ecatepec,Las Américas,3,17,7,45.0,0.8,6,1
2023-07-06,Chimalhuacán,San Lorenzo,3,9,7,45.0,0.78,11,1
2023-07-06,Chimalhuacán,Xochiaca,3,19,7,45.0,0.78,4,1
2023-07-06,Naucalpan,El Molinito,3,14,7,45.0,0.7,3,0
2023-07-06,Naucalpan,San Mateo,3,6,7,45.0,0.7,4,0
2023-07-06,Tlalnepantla,San Juan Ixhuatepec,3,6,7,45.0,0.66,5,1
2023-07-06,Tlalnepantla,La Loma,3,19,7,45.0,0.66,7,0
2023-07-06,Tecámac,Ojo de Agua,3,18,7,45.0,0.58,1,0
2023-07-06,Cuautitlán Izcalli,La Perla,3,9,7,45.0,0.52,1,0
2023-07-06,Iztapalapa (CDMX),San Lorenzo Tezonco,3,13,7,45.0,0.62,4,1
2023-07-06,Iztapalapa (CDMX),Santa María Aztahuacán,3,18,7,45.0,0.62,2,1
2023-07-06,Tlalpan (CDMX),Padierna,3,18,7,45.0,0.4,0,0
2023-07-06,Coyoacán (CDMX),Los Reyes,3,12,7,45.0,0.3,1,0
2023-07-07,Nicolás Romero,Lomas de San Miguel,4,8,7,45.0,0.85,10,0
2023-07-07,Nicolás Romero,Progreso Industrial,4,16,7,45.0,0.85,4,1
2023-07-07,Nicolás Romero,La Colmena,4,8,7,45.0,0.85,8,1
2023-07-07,Nicolás Romero,San José el Vidrio,4,9,7,45.0,0.85,9,0
2023-07-07,Nicolás Romero,Loma del Río,4,17,7,45.0,0.85,7,1
2023-07-07,Ecatepec,Ciudad Azteca,4,9,7,45.0,0.8,5,1
2023-07-07,Ecatepec,San Cristóbal,4,17,7,45.0,0.8,5,1
2023-07-07,Ecatepec,Las Américas,4,15,7,45.0,0.8,6,0
2023-07-07,Chimalhuacán,San Lorenzo,4,17,7,45.0,0.78,3,0
2023-07-07,Chimalhuacán,Xochiaca,4,8,7,45.0,0.78,3,0
2023-07-07,Naucalpan,El Molinito,4,11,7,45.0,0.7,7,0
2023-07-07,Naucalpan,San Mateo,4,18,7,45.0,0.7,7,0
2023-07-07,Tlalnepantla,San Juan Ixhuatepec,4,7,7,45.0,0.66,6,1
2023-07-07,Tlalnepantla,La Loma,4,21,7,45.0,0.66,3,0
2023-07-07,Tecámac,Ojo de Agua,4,9,7,45.0,0.58,4,0
2023-07-07,Cuautitlán Izcalli,La Perla,4,20,7,45.0,0.52,4,1
2023-07-07,Iztapalapa (CDMX),San Lorenzo Tezonco,4,19,7,45.0,0.62,4,1
2023-07-07,Iztapalapa (CDMX),Santa María Aztahuacán,4,11,7,45.0,0.62,2,0
2023-07-07,Tlalpan (CDMX),Padierna,4,7,7,45.0,0.4,0,0
2023-07-07,Coyoacán (CDMX),Los Reyes,4,8,7,45.0,0.3,0,0
2023-07-08,Nicolás Romero,Lomas de San Miguel,5,15,7,45.0,0.85,4,1
2023-07-08,Nicolás Romero,Progreso Industrial,5,7,7,45.0,0.85,11,1
2023-07-08,Nicolás Romero,La Colmena,5,6,7,45.0,0.85,3,1
2023-07-08,Nicolás Romero,San José el Vidrio,5,11,7,45.0,0.85,6,1
2023-07-08,Nicolás Romero,Loma del Río,5,6,7,45.0,0.85,11,0
2023-07-08,Ecatepec,Ciudad Azteca,5,10,7,45.0,0.8,4,0
2023-07-08,Ecatepec,San Cristóbal,5,11,7,45.0,0.8,2,0
2023-07-08,Ecatepec,Las Américas,5,11,7,45.0,0.8,2,0
2023-07-08,Chimalhuacán,San Lorenzo,5,8,7,45.0,0.78,10,1
2023-07-08,Chimalhuacán,Xochiaca,5,11,7,45.0,0.78,4,0
2023-07-08,Naucalpan,El Molinito,5,13,7,45.0,0.7,5,0
2023-07-08,Naucalpan,San Mateo,5,7,7,45.0,0.7,4,0
2023-07-08,Tlalnepantla,San Juan Ixhuatepec,5,7,7,45.0,0.66,3,0
2023-07-08,Tlalnepantla,La Loma,5,6,7,45.0,0.66,2,1
2023-07-08,Tecámac,Ojo de Agua,5,20,7,45.0,0.58,4,0
2023-07-08,Cuautitlán Izcalli,La Perla,5,16,7,45.0,0.52,1,0
2023-07-08,Iztapalapa (CDMX),San Lorenzo Tezonco,5,13,7,45.0,0.62,1,0
2023-07-08,Iztapalapa (CDMX),Santa María Aztahuacán,5,14,7,45.0,0.62,2,0
2023-07-08,Tlalpan (CDMX),Padierna,5,11,7,45.0,0.4,2,0
2023-07-08,Coyoacán (CDMX),Los Reyes,5,7,7,45.0,0.3,0,0
2023-07-09,Nicolás Romero,Lomas de San Miguel,6,18,7,45.0,0.85,5,0
2023-07-09,Nicolás Romero,Progreso Industrial,6,18,7,45.0,0.85,5,0
2023-07-09,Nicolás Romero,La Colmena,6,13,7,45.0,0.85,1,0
2023-07-09,Nicolás Romero,San José el Vidrio,6,11,7,45.0,0.85,3,1
2023-07-09,Nicolás Romero,Loma del Río,6,8,7,45.0,0.85,5,0
2023-07-09,Ecatepec,Ciudad Azteca,6,19,7,45.0,0.8,8,1
2023-07-09,Ecatepec,San Cristóbal,6,19,7,45.0,0.8,8,1
2023-07-09,Ecatepec,Las Américas,6,18,7,45.0,0.8,3,1
2023-07-09,Chimalhuacán,San Lorenzo,6,11,7,45.0,0.78,3,0
2023-07-09,Chimalhuacán,Xochiaca,6,13,7,45.0,0.78,8,1
2023-07-09,Naucalpan,El Molinito,6,11,7,45.0,0.7,2,0
2023-07-09,Naucalpan,San Mateo,6,12,7,45.0,0.7,3,1
2023-07-09,Tlalnepantla,San Juan Ixhuatepec,6,18,7,45.0,0.66,2,0
2023-07-09,Tlalnepantla,La Loma,6,8,7,45.0,0.66,2,0
2023-07-09,Tecámac,Ojo de Agua,6,9,7,45.0,0.58,2,0
2023-07-09,Cuautitlán Izcalli,La Perla,6,12,7,45.0,0.52,2,0
2023-07-09,Iztapalapa (CDMX),San Lorenzo Tezonco,6,20,7,45.0,0.62,3,1
2023-07-09,Iztapalapa (CDMX),Santa María Aztahuacán,6,15,7,45.0,0.62,1,0
2023-07-09,Tlalpan (CDMX),Padierna,6,11,7,45.0,0.4,0,0
2023-07-09,Coyoacán (CDMX),Los Reyes,6,20,7,45.0,0.3,1,1
2023-07-10,Nicolás Romero,Lomas de San Miguel,0,8,7,44.72,0.85,8,1
2023-07-10,Nicolás Romero,Progreso Industrial,0,19,7,44.72,0.85,10,1
2023-07-10,Nicolás Romero,La Colmena,0,15,7,44.72,0.85,9,1
2023-07-10,Nicolás Romero,San José el Vidrio,0,19,7,44.72,0.85,13,0
2023-07-10,Nicolás Romero,Loma del Río,0,16,7,44.72,0.85,8,0
2023-07-10,Ecatepec,Ciudad Azteca,0,20,7,44.72,0.8,4,1
2023-07-10,Ecatepec,San Cristóbal,0,19,7,44.72,0.8,10,1
2023-07-10,Ecatepec,Las Américas,0,9,7,44.72,0.8,13,1
2023-07-10,Chimalhuacán,San Lorenzo,0,16,7,44.72,0.78,1,1
2023-07-10,Chimalhuacán,Xochiaca,0,10,7,44.72,0.78,10,0
2023-07-10,Naucalpan,El Molinito,0,17,7,44.72,0.7,10,0
2023-07-10,Naucalpan,San Mateo,0,8,7,44.72,0.7,3,1
2023-07-10,Tlalnepantla,San Juan Ixhuatepec,0,19,7,44.72,0.66,5,1
2023-07-10,Tlalnepantla,La Loma,0,17,7,44.72,0.66,7,0
2023-07-10,Tecámac,Ojo de Agua,0,20,7,44.72,0.58,4,0
2023-07-10,Cuautitlán Izcalli,La Perla,0,18,7,44.72,0.52,1,0
2023-07-10,Iztapalapa (CDMX),San Lorenzo Tezonco,0,14,7,44.72,0.62,2,0
2023-07-10,Iztapalapa (CDMX),Santa María Aztahuacán,0,7,7,44.72,0.62,3,0
2023-07-10,Tlalpan (CDMX),Padierna,0,15,7,44.72,0.4,1,0
2023-07-10,Coyoacán (CDMX),Los Reyes,0,9,7,44.72,0.3,0,0
2023-07-11,Nicolás Romero,Lomas de San Miguel,1,15,7,44.72,0.85,11,1
2023-07-11,Nicolás Romero,Progreso Industrial,1,17,7,44.72,0.85,11,1
2023-07-11,Nicolás Romero,La Colmena,1,17,7,44.72,0.85,10,1
2023-07-11,Nicolás Romero,San José el Vidrio,1,11,7,44.72,0.85,14,1
2023-07-11,Nicolás Romero,Loma del Río,1,14,7,44.72,0.85,8,1
2023-07-11,Ecatepec,Ciudad Azteca,1,7,7,44.72,0.8,4,0
2023-07-11,Ecatepec,San Cristóbal,1,16,7,44.72,0.8,9,0
2023-07-11,Ecatepec,Las Américas,1,6,7,44.72,0.8,6,0
2023-07-11,Chimalhuacán,San Lorenzo,1,8,7,44.72,0.78,10,1
2023-07-11,Chimalhuacán,Xochiaca,1,20,7,44.72,0.78,4,0
2023-07-11,Naucalpan,El Molinito,1,17,7,44.72,0.7,6,0
2023-07-11,Naucalpan,San Mateo,1,11,7,44.72,0.7,7,1
2023-07-11,Tlalnepantla,San Juan Ixhuatepec,1,11,7,44.72,0.66,3,0
2023-07-11,Tlalnepantla,La Loma,1,17,7,44.72,0.66,4,1
2023-07-11,Tecámac,Ojo de Agua,1,6,7,44.72,0.58,5,0
2023-07-11,Cuautitlán Izcalli,La Perla,1,21,7,44.72,0.52,4,1
2023-07-11,Iztapalapa (CDMX),San Lorenzo Tezonco,1,18,7,44.72,0.62,2,0
2023-07-11,Iztapalapa (CDMX),Santa María Aztahuacán,1,18,7,44.72,0.62,6,1
2023-07-11,Tlalpan (CDMX),Padierna,1,15,7,44.72,0.4,0,0
2023-07-11,Coyoacán (CDMX),Los Reyes,1,6,7,44.72,0.3,0,0
2023-07-12,Nicolás Romero,Lomas de San Miguel,2,16,7,44.72,0.85,9,1
2023-07-12,Nicolás Romero,Progreso Industrial,2,10,7,44.72,0.85,10,1
2023-07-12,Nicolás Romero,La Colmena,2,16,7,44.72,0.85,6,0
2023-07-12,Nicolás Romero,San José el Vidrio,2,18,7,44.72,0.85,6,0
2023-07-12,Nicolás Romero,Loma del Río,2,18,7,44.72,0.85,7,1
2023-07-12,Ecatepec,Ciudad Azteca,2,6,7,44.72,0.8,8,0
2023-07-12,Ecatepec,San Cristóbal,2,17,7,44.72,0.8,7,1
2023-07-12,Ecatepec,Las Américas,2,14,7,44.72,0.8,8,1
2023-07-12,Chimalhuacán,San Lorenzo,2,12,7,44.72,0.78,3,0
2023-07-12,Chimalhuacán,Xochiaca,2,21,7,44.72,0.78,5,1
2023-07-12,Naucalpan,El Molinito,2,16,7,44.72,0.7,4,1
2023-07-12,Naucalpan,San Mateo,2,16,7,44.72,0.7,1,0
2023-07-12,Tlalnepantla,San Juan Ixhuatepec,2,17,7,44.72,0.66,2,0
2023-07-12,Tlalnepantla,La Loma,2,10,7,44.72,0.66,7,0
2023-07-12,Tecámac,Ojo de Agua,2,10,7,44.72,0.58,6,1
2023-07-12,Cuautitlán Izcalli,La Perla,2,16,7,44.72,0.52,1,0
2023-07-12,Iztapalapa (CDMX),San Lorenzo Tezonco,2,7,7,44.72,0.62,1,0
2023-07-12,Iztapalapa (CDMX),Santa María Aztahuacán,2,11,7,44.72,0.62,1,0
2023-07-12,Tlalpan (CDMX),Padierna,2,14,7,44.72,0.4,2,0
2023-07-12,Coyoacán (CDMX),Los Reyes,2,16,7,44.72,0.3,2,0
2023-07-13,Nicolás Romero,Lomas de San Miguel,3,20,7,44.72,0.85,9,0
2023-07-13,Nicolás Romero,Progreso Industrial,3,9,7,44.72,0.85,6,1
2023-07-13,Nicolás Romero,La Colmena,3,15,7,44.72,0.85,10,1
2023-07-13,Nicolás Romero,San José el Vidrio,3,21,7,44.72,0.85,4,1
2023-07-13,Nicolás Romero,Loma del Río,3,21,7,44.72,0.85,10,1
2023-07-13,Ecatepec,Ciudad Azteca,3,6,7,44.72,0.8,13,0
2023-07-13,Ecatepec,San Cristóbal,3,20,7,44.72,0.8,7,0
2023-07-13,Ecatepec,Las Américas,3,17,7,44.72,0.8,3,0
2023-07-13,Chimalhuacán,San Lorenzo,3,16,7,44.72,0.78,4,0
2023-07-13,Chimalhuacán,Xochiaca,3,17,7,44.72,0.78,8,0
2023-07-13,Naucalpan,El Molinito,3,9,7,44.72,0.7,1,0
2023-07-13,Naucalpan,San Mateo,3,16,7,44.72,0.7,8,1
2023-07-13,Tlalnepantla,San Juan Ixhuatepec,3,18,7,44.72,0.66,0,0
2023-07-13,Tlalnepantla,La Loma,3,18,7,44.72,0.66,3,0
2023-07-13,Tecámac,Ojo de Agua,3,10,7,44.72,0.58,5,0
2023-07-13,Cuautitlán Izcalli,La Perla,3,21,7,44.72,0.52,1,0
2023-07-13,Iztapalapa (CDMX),San Lorenzo Tezonco,3,8,7,44.72,0.62,0,0
2023-07-13,Iztapalapa (CDMX),Santa María Aztahuacán,3,7,7,44.72,0.62,0,0
2023-07-13,Tlalpan (CDMX),Padierna,3,21,7,44.72,0.4,1,0
2023-07-13,Coyoacán (CDMX),Los Reyes,3,15,7,44.72,0.3,0,0
2023-07-14,Nicolás Romero,Lomas de San Miguel,4,19,7,44.72,0.85,10,0
2023-07-14,Nicolás Romero,Progreso Industrial,4,16,7,44.72,0.85,7,1
2023-07-14,Nicolás Romero,La Colmena,4,21,7,44.72,0.85,6,0
2023-07-14,Nicolás Romero,San José el Vidrio,4,17,7,44.72,0.85,8,1
2023-07-14,Nicolás Romero,Loma del Río,4,21,7,44.72,0.85,7,1
2023-07-14,Ecatepec,Ciudad Azteca,4,16,7,44.72,0.8,7,0
2023-07-14,Ecatepec,San Cristóbal,4,12,7,44.72,0.8,7,1
2023-07-14,Ecatepec,Las Américas,4,13,7,44.72,0.8,9,1
2023-07-14,Chimalhuacán,San Lorenzo,4,18,7,44.72,0.78,6,1
2023-07-14,Chimalhuacán,Xochiaca,4,15,7,44.72,0.78,10,0
2023-07-14,Naucalpan,El Molinito,4,12,7,44.72,0.7,4,0
2023-07-14,Naucalpan,San Mateo,4,16,7,44.72,0.7,6,0
2023-07-14,Tlalnepantla,San Juan Ixhuatepec,4,7,7,44.72,0.66,2,0
2023-07-14,Tlalnepantla,La Loma,4,8,7,44.72,0.66,4,0
2023-07-14,Tecámac,Ojo de Agua,4,20,7,44.72,0.58,2,1
2023-07-14,Cuautitlán Izcalli,La Perla,4,21,7,44.72,0.52,3,0
2023-07-14,Iztapalapa (CDMX),San Lorenzo Tezonco,4,6,7,44.72,0.62,1,0
2023-07-14,Iztapalapa (CDMX),Santa María Aztahuacán,4,7,7,44.72,0.62,1,1
2023-07-14,Tlalpan (CDMX),Padierna,4,15,7,44.72,0.4,3,0
2023-07-14,Coyoacán (CDMX),Los Reyes,4,21,7,44.72,0.3,0,0
2023-07-15,Nicolás Romero,Lomas de San Miguel,5,8,7,44.72,0.85,4,1
2023-07-15,Nicolás Romero,Progreso Industrial,5,14,7,44.72,0.85,6,1
2023-07-15,Nicolás Romero,La Colmena,5,12,7,44.72,0.85,8,1
2023-07-15,Nicolás Romero,San José el Vidrio,5,18,7,44.72,0.85,8,1
2023-07-15,Nicolás Romero,Loma del Río,5,17,7,44.72,0.85,8,0
2023-07-15,Ecatepec,Ciudad Azteca,5,14,7,44.72,0.8,10,0
2023-07-15,Ecatepec,San Cristóbal,5,9,7,44.72,0.8,2,0
2023-07-15,Ecatepec,Las Américas,5,12,7,44.72,0.8,6,0
2023-07-15,Chimalhuacán,San Lorenzo,5,6,7,44.72,0.78,4,0
2023-07-15,Chimalhuacán,Xochiaca,5,14,7,44.72,0.78,3,0
2023-07-15,Naucalpan,El Molinito,5,6,7,44.72,0.7,2,1
2023-07-15,Naucalpan,San Mateo,5,13,7,44.72,0.7,3,1
2023-07-15,Tlalnepantla,San Juan Ixhuatepec,5,6,7,44.72,0.66,2,1
2023-07-15,Tlalnepantla,La Loma,5,17,7,44.72,0.66,4,0
2023-07-15,Tecámac,Ojo de Agua,5,17,7,44.72,0.58,5,0
2023-07-15,Cuautitlán Izcalli,La Perla,5,8,7,44.72,0.52,2,0
2023-07-15,Iztapalapa (CDMX),San Lorenzo Tezonco,5,20,7,44.72,0.62,4,0
2023-07-15,Iztapalapa (CDMX),Santa María Aztahuacán,5,18,7,44.72,0.62,3,0
2023-07-15,Tlalpan (CDMX),Padierna,5,18,7,44.72,0.4,0,0
2023-07-15,Coyoacán (CDMX),Los Reyes,5,15,7,44.72,0.3,0,0
2023-07-16,Nicolás Romero,Lomas de San Miguel,6,17,7,44.72,0.85,9,1
2023-07-16,Nicolás Romero,Progreso Industrial,6,7,7,44.72,0.85,4,0
2023-07-16,Nicolás Romero,La Colmena,6,9,7,44.72,0.85,9,1
2023-07-16,Nicolás Romero,San José el Vidrio,6,8,7,44.72,0.85,9,1
2023-07-16,Nicolás Romero,Loma del Río,6,18,7,44.72,0.85,9,1
2023-07-16,Ecatepec,Ciudad Azteca,6,10,7,44.72,0.8,7,1
2023-07-16,Ecatepec,San Cristóbal,6,14,7,44.72,0.8,7,0
2023-07-16,Ecatepec,Las Américas,6,14,7,44.72,0.8,7,1
2023-07-16,Chimalhuacán,San Lorenzo,6,16,7,44.72,0.78,5,1
2023-07-16,Chimalhuacán,Xochiaca,6,17,7,44.72,0.78,7,1
2023-07-16,Naucalpan,El Molinito,6,9,7,44.72,0.7,9,0
2023-07-16,Naucalpan,San Mateo,6,17,7,44.72,0.7,5,1
2023-07-16,Tlalnepantla,San Juan Ixhuatepec,6,11,7,44.72,0.66,5,0
2023-07-16,Tlalnepantla,La Loma,6,16,7,44.72,0.66,1,1
2023-07-16,Tecámac,Ojo de Agua,6,16,7,44.72,0.58,0,0
2023-07-16,Cuautitlán Izcalli,La Perla,6,16,7,44.72,0.52,3,0
2023-07-16,Iztapalapa (CDMX),San Lorenzo Tezonco,6,9,7,44.72,0.62,5,0
2023-07-16,Iztapalapa (CDMX),Santa María Aztahuacán,6,6,7,44.72,0.62,3,0
2023-07-16,Tlalpan (CDMX),Padierna,6,21,7,44.72,0.4,0,0
2023-07-16,Coyoacán (CDMX),Los Reyes,6,11,7,44.72,0.3,1,0
2023-07-17,Nicolás Romero,Lomas de San Miguel,0,20,7,44.44,0.85,13,1
2023-07-17,Nicolás Romero,Progreso Industrial,0,15,7,44.44,0.85,12,1
2023-07-17,Nicolás Romero,La Colmena,0,10,7,44.44,0.85,6,0
2023-07-17,Nicolás Romero,San José el Vidrio,0,10,7,44.44,0.85,8,1
2023-07-17,Nicolás Romero,Loma del Río,0,18,7,44.44,0.85,13,0
2023-07-17,Ecatepec,Ciudad Azteca,0,19,7,44.44,0.8,7,1
2023-07-17,Ecatepec,San Cristóbal,0,16,7,44.44,0.8,7,0
2023-07-17,Ecatepec,Las Américas,0,9,7,44.44,0.8,8,0
2023-07-17,Chimalhuacán,San Lorenzo,0,11,7,44.44,0.78,3,1
2023-07-17,Chimalhuacán,Xochiaca,0,16,7,44.44,0.78,8,1
2023-07-17,Naucalpan,El Molinito,0,8,7,44.44,0.7,10,0
2023-07-17,Naucalpan,San Mateo,0,20,7,44.44,0.7,7,0
2023-07-17,Tlalnepantla,San Juan Ixhuatepec,0,12,7,44.44,0.66,6,0
2023-07-17,Tlalnepantla,La Loma,0,20,7,44.44,0.66,10,0
2023-07-17,Tecámac,Ojo de Agua,0,9,7,44.44,0.58,6,0
2023-07-17,Cuautitlán Izcalli,La Perla,0,20,7,44.44,0.52,4,0
2023-07-17,Iztapalapa (CDMX),San Lorenzo Tezonco,0,6,7,44.44,0.62,1,1
2023-07-17,Iztapalapa (CDMX),Santa María Aztahuacán,0,7,7,44.44,0.62,1,0
2023-07-17,Tlalpan (CDMX),Padierna,0,16,7,44.44,0.4,0,1
2023-07-17,Coyoacán (CDMX),Los Reyes,0,11,7,44.44,0.3,0,0
2023-07-18,Nicolás Romero,Lomas de San Miguel,1,12,7,44.44,0.85,11,0
2023-07-18,Nicolás Romero,Progreso Industrial,1,9,7,44.44,0.85,8,0
2023-07-18,Nicolás Romero,La Colmena,1,14,7,44.44,0.85,5,0
2023-07-18,Nicolás Romero,San José el Vidrio,1,15,7,44.44,0.85,10,1
2023-07-18,Nicolás Romero,Loma del Río,1,8,7,44.44,0.85,12,1
2023-07-18,Ecatepec,Ciudad Azteca,1,17,7,44.44,0.8,8,1
2023-07-18,Ecatepec,San Cristóbal,1,16,7,44.44,0.8,9,1
2023-07-18,Ecatepec,Las Américas,1,18,7,44.44,0.8,6,1
2023-07-18,Chimalhuacán,San Lorenzo,1,20,7,44.44,0.78,6,1
2023-07-18,Chimalhuacán,Xochiaca,1,6,7,44.44,0.78,8,1
2023-07-18,Naucalpan,El Molinito,1,18,7,44.44,0.7,8,1
2023-07-18,Naucalpan,San Mateo,1,15,7,44.44,0.7,6,0
2023-07-18,Tlalnepantla,San Juan Ixhuatepec,1,19,7,44.44,0.66,2,0
2023-07-18,Tlalnepantla,La Loma,1,13,7,44.44,0.66,8,0
2023-07-18,Tecámac,Ojo de Agua,1,13,7,44.44,0.58,8,0
2023-07-18,Cuautitlán Izcalli,La Perla,1,12,7,44.44,0.52,6,0
2023-07-18,Iztapalapa (CDMX),San Lorenzo Tezonco,1,14,7,44.44,0.62,1,0
2023-07-18,Iztapalapa (CDMX),Santa María Aztahuacán,1,16,7,44.44,0.62,4,0
2023-07-18,Tlalpan (CDMX),Padierna,1,12,7,44.44,0.4,1,0
2023-07-18,Coyoacán (CDMX),Los Reyes,1,21,7,44.44,0.3,1,0
2023-07-19,Nicolás Romero,Lomas de San Miguel,2,9,7,44.44,0.85,13,1
2023-07-19,Nicolás Romero,Progreso Industrial,2,10,7,44.44,0.85,4,1
2023-07-19,Nicolás Romero,La Colmena,2,18,7,44.44,0.85,15,0
2023-07-19,Nicolás Romero,San José el Vidrio,2,7,7,44.44,0.85,13,1
2023-07-19,Nicolás Romero,Loma del Río,2,11,7,44.44,0.85,9,1
2023-07-19,Ecatepec,Ciudad Azteca,2,6,7,44.44,0.8,9,1
2023-07-19,Ecatepec,San Cristóbal,2,11,7,44.44,0.8,13,0
2023-07-19,Ecatepec,Las Américas,2,17,7,44.44,0.8,9,0
2023-07-19,Chimalhuacán,San Lorenzo,2,7,7,44.44,0.78,10,0
2023-07-19,Chimalhuacán,Xochiaca,2,16,7,44.44,0.78,2,0
2023-07-19,Naucalpan,El Molinito,2,14,7,44.44,0.7,7,0
2023-07-19,Naucalpan,San Mateo,2,17,7,44.44,0.7,4,1
2023-07-19,Tlalnepantla,San Juan Ixhuatepec,2,16,7,44.44,0.66,3,0
2023-07-19,Tlalnepantla,La Loma,2,19,7,44.44,0.66,5,0
2023-07-19,Tecámac,Ojo de Agua,2,10,7,44.44,0.58,2,0
2023-07-19,Cuautitlán Izcalli,La Perla,2,10,7,44.44,0.52,1,0
2023-07-19,Iztapalapa (CDMX),San Lorenzo Tezonco,2,10,7,44.44,0.62,1,0
2023-07-19,Iztapalapa (CDMX),Santa María Aztahuacán,2,7,7,44.44,0.62,3,0
2023-07-19,Tlalpan (CDMX),Padierna,2,14,7,44.44,0.4,0,0
2023-07-19,Coyoacán (CDMX),Los Reyes,2,16,7,44.44,0.3,0,0
2023-07-20,Nicolás Romero,Lomas de San Miguel,3,20,7,44.44,0.85,12,1
2023-07-20,Nicolás Romero,Progreso Industrial,3,12,7,44.44,0.85,7,1
2023-07-20,Nicolás Romero,La Colmena,3,21,7,44.44,0.85,12,1
2023-07-20,Nicolás Romero,San José el Vidrio,3,19,7,44.44,0.85,7,0
2023-07-20,Nicolás Romero,Loma del Río,3,21,7,44.44,0.85,11,1
2023-07-20,Ecatepec,Ciudad Azteca,3,14,7,44.44,0.8,4,0
2023-07-20,Ecatepec,San Cristóbal,3,7,7,44.44,0.8,5,0
2023-07-20,Ecatepec,Las Américas,3,20,7,44.44,0.8,6,1
2023-07-20,Chimalhuacán,San Lorenzo,3,14,7,44.44,0.78,4,1
2023-07-20,Chimalhuacán,Xochiaca,3,11,7,44.44,0.78,6,0
2023-07-20,Naucalpan,El Molinito,3,18,7,44.44,0.7,7,0
2023-07-20,Naucalpan,San Mateo,3,17,7,44.44,0.7,4,0
2023-07-20,Tlalnepantla,San Juan Ixhuatepec,3,13,7,44.44,0.66,5,0
2023-07-20,Tlalnepantla,La Loma,3,8,7,44.44,0.66,2,0
2023-07-20,Tecámac,Ojo de Agua,3,11,7,44.44,0.58,1,0
2023-07-20,Cuautitlán Izcalli,La Perla,3,10,7,44.44,0.52,1,1
2023-07-20,Iztapalapa (CDMX),San Lorenzo Tezonco,3,9,7,44.44,0.62,7,0
2023-07-20,Iztapalapa (CDMX),Santa María Aztahuacán,3,15,7,44.44,0.62,1,0
2023-07-20,Tlalpan (CDMX),Padierna,3,18,7,44.44,0.4,3,0
2023-07-20,Coyoacán (CDMX),Los Reyes,3,16,7,44.44,0.3,0,0
2023-07-21,Nicolás Romero,Lomas de San Miguel,4,8,7,44.44,0.85,6,1
2023-07-21,Nicolás Romero,Progreso Industrial,4,7,7,44.44,0.85,11,1
2023-07-21,Nicolás Romero,La Colmena,4,14,7,44.44,0.85,2,0
2023-07-21,Nicolás Romero,San José el Vidrio,4,18,7,44.44,0.85,8,0
2023-07-21,Nicolás Romero,Loma del Río,4,9,7,44.44,0.85,5,1
2023-07-21,Ecatepec,Ciudad Azteca,4,9,7,44.44,0.8,3,0
2023-07-21,Ecatepec,San Cristóbal,4,16,7,44.44,0.8,4,1
2023-07-21,Ecatepec,Las Américas,4,13,7,44.44,0.8,6,0
2023-07-21,Chimalhuacán,San Lorenzo,4,18,7,44.44,0.78,3,1
2023-07-21,Chimalhuacán,Xochiaca,4,13,7,44.44,0.78,3,0
2023-07-21,Naucalpan,El Molinito,4,13,7,44.44,0.7,4,0
2023-07-21,Naucalpan,San Mateo,4,20,7,44.44,0.7,4,0
2023-07-21,Tlalnepantla,San Juan Ixhuatepec,4,18,7,44.44,0.66,4,1
2023-07-21,Tlalnepantla,La Loma,4,20,7,44.44,0.66,0,0
2023-07-21,Tecámac,Ojo de Agua,4,11,7,44.44,0.58,1,1
2023-07-21,Cuautitlán Izcalli,La Perla,4,17,7,44.44,0.52,4,0
2023-07-21,Iztapalapa (CDMX),San Lorenzo Tezonco,4,7,7,44.44,0.62,1,0
2023-07-21,Iztapalapa (CDMX),Santa María Aztahuacán,4,7,7,44.44,0.62,6,0
2023-07-21,Tlalpan (CDMX),Padierna,4,18,7,44.44,0.4,0,0
2023-07-21,Coyoacán (CDMX),Los Reyes,4,16,7,44.44,0.3,0,0
2023-07-22,Nicolás Romero,Lomas de San Miguel,5,12,7,44.44,0.85,12,1
2023-07-22,Nicolás Romero,Progreso Industrial,5,8,7,44.44,0.85,4,0
2023-07-22,Nicolás Romero,La Colmena,5,21,7,44.44,0.85,11,1
2023-07-22,Nicolás Romero,San José el Vidrio,5,21,7,44.44,0.85,11,1
2023-07-22,Nicolás Romero,Loma del Río,5,7,7,44.44,0.85,1,1
2023-07-22,Ecatepec,Ciudad Azteca,5,10,7,44.44,0.8,7,0
2023-07-22,Ecatepec,San Cristóbal,5,18,7,44.44,0.8,10,0
2023-07-22,Ecatepec,Las Américas,5,10,7,44.44,0.8,4,0
2023-07-22,Chimalhuacán,San Lorenzo,5,12,7,44.44,0.78,6,0
2023-07-22,Chimalhuacán,Xochiaca,5,18,7,44.44,0.78,7,1
2023-07-22,Naucalpan,El Molinito,5,8,7,44.44,0.7,10,0
